"","Date","country","cases"
"1460",2006-02-26,"India",0.029
"1461",2006-02-26,"Indonesia",0.235
"1462",2006-02-26,"Mexico",0.065
"1463",2006-02-26,"Philippines",0.078
"1464",2006-02-26,"Singapore",0.132
"1465",2006-02-26,"Venezuela",0.183
"1466",2006-03-05,"Argentina",0.024
"1467",2006-03-05,"Bolivia",0.012
"1468",2006-03-05,"Brazil",0.156
"1469",2006-03-05,"India",0.027
"1470",2006-03-05,"Indonesia",0.236
"1471",2006-03-05,"Mexico",0.049
"1472",2006-03-05,"Philippines",0.07
"1473",2006-03-05,"Singapore",0.129
"1474",2006-03-05,"Venezuela",0.189
"1475",2006-03-12,"Argentina",0.029
"1476",2006-03-12,"Bolivia",0.016
"1477",2006-03-12,"Brazil",0.167
"1478",2006-03-12,"India",0.037
"1479",2006-03-12,"Indonesia",0.203
"1480",2006-03-12,"Mexico",0.049
"1481",2006-03-12,"Philippines",0.071
"1482",2006-03-12,"Singapore",0.12
"1483",2006-03-12,"Venezuela",0.167
"1484",2006-03-19,"Argentina",0.022
"1485",2006-03-19,"Bolivia",0.015
"1486",2006-03-19,"Brazil",0.175
"1487",2006-03-19,"India",0.034
"1488",2006-03-19,"Indonesia",0.247
"1489",2006-03-19,"Mexico",0.051
"1490",2006-03-19,"Philippines",0.067
"1491",2006-03-19,"Singapore",0.122
"1492",2006-03-19,"Venezuela",0.204
"1493",2006-03-26,"Argentina",0.024
"1494",2006-03-26,"Bolivia",0.029
"1495",2006-03-26,"Brazil",0.161
"1496",2006-03-26,"India",0.021
"1497",2006-03-26,"Indonesia",0.274
"1498",2006-03-26,"Mexico",0.071
"1499",2006-03-26,"Philippines",0.066
"1500",2006-03-26,"Singapore",0.121
"1501",2006-03-26,"Venezuela",0.205
"1502",2006-04-02,"Argentina",0.034
"1503",2006-04-02,"Bolivia",0.021
"1504",2006-04-02,"Brazil",0.155
"1505",2006-04-02,"India",0.029
"1506",2006-04-02,"Indonesia",0.231
"1507",2006-04-02,"Mexico",0.077
"1508",2006-04-02,"Philippines",0.065
"1509",2006-04-02,"Singapore",0.123
"1510",2006-04-02,"Venezuela",0.168
"1511",2006-04-09,"Argentina",0.048
"1512",2006-04-09,"Bolivia",0.045
"1513",2006-04-09,"Brazil",0.187
"1514",2006-04-09,"India",0.024
"1515",2006-04-09,"Indonesia",0.207
"1516",2006-04-09,"Mexico",0.057
"1517",2006-04-09,"Philippines",0.058
"1518",2006-04-09,"Singapore",0.115
"1519",2006-04-09,"Venezuela",0.229
"1520",2006-04-16,"Argentina",0.041
"1521",2006-04-16,"Bolivia",0.054
"1522",2006-04-16,"Brazil",0.197
"1523",2006-04-16,"India",0.022
"1524",2006-04-16,"Indonesia",0.257
"1525",2006-04-16,"Mexico",0.074
"1526",2006-04-16,"Philippines",0.061
"1527",2006-04-16,"Singapore",0.111
"1528",2006-04-16,"Venezuela",0.172
"1529",2006-04-23,"Argentina",0.034
"1530",2006-04-23,"Bolivia",0.069
"1531",2006-04-23,"Brazil",0.217
"1532",2006-04-23,"India",0.033
"1533",2006-04-23,"Indonesia",0.266
"1534",2006-04-23,"Mexico",0.068
"1535",2006-04-23,"Philippines",0.061
"1536",2006-04-23,"Singapore",0.117
"1537",2006-04-23,"Venezuela",0.145
"1538",2006-04-30,"Argentina",0.029
"1539",2006-04-30,"Bolivia",0.039
"1540",2006-04-30,"Brazil",0.211
"1541",2006-04-30,"India",0.02
"1542",2006-04-30,"Indonesia",0.245
"1543",2006-04-30,"Mexico",0.047
"1544",2006-04-30,"Philippines",0.059
"1545",2006-04-30,"Singapore",0.131
"1546",2006-04-30,"Venezuela",0.148
"1547",2006-05-07,"Argentina",0.027
"1548",2006-05-07,"Bolivia",0.051
"1549",2006-05-07,"Brazil",0.158
"1550",2006-05-07,"India",0.017
"1551",2006-05-07,"Indonesia",0.201
"1552",2006-05-07,"Mexico",0.049
"1553",2006-05-07,"Philippines",0.053
"1554",2006-05-07,"Singapore",0.118
"1555",2006-05-07,"Venezuela",0.172
"1556",2006-05-14,"Argentina",0.024
"1557",2006-05-14,"Bolivia",0.041
"1558",2006-05-14,"Brazil",0.119
"1559",2006-05-14,"India",0.028
"1560",2006-05-14,"Indonesia",0.21
"1561",2006-05-14,"Mexico",0.064
"1562",2006-05-14,"Philippines",0.055
"1563",2006-05-14,"Singapore",0.122
"1564",2006-05-14,"Venezuela",0.169
"1565",2006-05-21,"Argentina",0.024
"1566",2006-05-21,"Bolivia",0.041
"1567",2006-05-21,"Brazil",0.118
"1568",2006-05-21,"India",0.025
"1569",2006-05-21,"Indonesia",0.22
"1570",2006-05-21,"Mexico",0.063
"1571",2006-05-21,"Philippines",0.056
"1572",2006-05-21,"Singapore",0.151
"1573",2006-05-21,"Venezuela",0.176
"1574",2006-05-28,"Argentina",0.022
"1575",2006-05-28,"Bolivia",0.027
"1576",2006-05-28,"Brazil",0.132
"1577",2006-05-28,"India",0.018
"1578",2006-05-28,"Indonesia",0.176
"1579",2006-05-28,"Mexico",0.067
"1580",2006-05-28,"Philippines",0.062
"1581",2006-05-28,"Singapore",0.131
"1582",2006-05-28,"Venezuela",0.193
"1583",2006-06-04,"Argentina",0.027
"1584",2006-06-04,"Bolivia",0.022
"1585",2006-06-04,"Brazil",0.09
"1586",2006-06-04,"India",0.032
"1587",2006-06-04,"Indonesia",0.173
"1588",2006-06-04,"Mexico",0.071
"1589",2006-06-04,"Philippines",0.06
"1590",2006-06-04,"Singapore",0.118
"1591",2006-06-04,"Venezuela",0.193
"1592",2006-06-11,"Argentina",0.024
"1593",2006-06-11,"Bolivia",0.024
"1594",2006-06-11,"Brazil",0.063
"1595",2006-06-11,"India",0.036
"1596",2006-06-11,"Indonesia",0.167
"1597",2006-06-11,"Mexico",0.086
"1598",2006-06-11,"Philippines",0.057
"1599",2006-06-11,"Singapore",0.135
"1600",2006-06-11,"Venezuela",0.204
"1601",2006-06-18,"Argentina",0.022
"1602",2006-06-18,"Bolivia",0.02
"1603",2006-06-18,"Brazil",0.083
"1604",2006-06-18,"India",0.045
"1605",2006-06-18,"Indonesia",0.181
"1606",2006-06-18,"Mexico",0.074
"1607",2006-06-18,"Philippines",0.066
"1608",2006-06-18,"Singapore",0.153
"1609",2006-06-18,"Venezuela",0.207
"1610",2006-06-25,"Argentina",0.024
"1611",2006-06-25,"Bolivia",0.028
"1612",2006-06-25,"Brazil",0.066
"1613",2006-06-25,"India",0.051
"1614",2006-06-25,"Indonesia",0.225
"1615",2006-06-25,"Mexico",0.077
"1616",2006-06-25,"Philippines",0.066
"1617",2006-06-25,"Singapore",0.172
"1618",2006-06-25,"Venezuela",0.201
"1619",2006-07-02,"Argentina",0.019
"1620",2006-07-02,"Bolivia",0.024
"1621",2006-07-02,"Brazil",0.045
"1622",2006-07-02,"India",0.063
"1623",2006-07-02,"Indonesia",0.18
"1624",2006-07-02,"Mexico",0.06
"1625",2006-07-02,"Philippines",0.081
"1626",2006-07-02,"Singapore",0.173
"1627",2006-07-02,"Venezuela",0.173
"1628",2006-07-09,"Argentina",0.014
"1629",2006-07-09,"Bolivia",0.023
"1630",2006-07-09,"Brazil",0.044
"1631",2006-07-09,"India",0.053
"1632",2006-07-09,"Indonesia",0.153
"1633",2006-07-09,"Mexico",0.084
"1634",2006-07-09,"Philippines",0.123
"1635",2006-07-09,"Singapore",0.144
"1636",2006-07-09,"Venezuela",0.171
"1637",2006-07-16,"Argentina",0.014
"1638",2006-07-16,"Bolivia",0.015
"1639",2006-07-16,"Brazil",0.045
"1640",2006-07-16,"India",0.057
"1641",2006-07-16,"Indonesia",0.148
"1642",2006-07-16,"Mexico",0.106
"1643",2006-07-16,"Philippines",0.131
"1644",2006-07-16,"Singapore",0.126
"1645",2006-07-16,"Venezuela",0.161
"1646",2006-07-23,"Argentina",0.012
"1647",2006-07-23,"Bolivia",0.011
"1648",2006-07-23,"Brazil",0.046
"1649",2006-07-23,"India",0.063
"1650",2006-07-23,"Indonesia",0.185
"1651",2006-07-23,"Mexico",0.099
"1652",2006-07-23,"Philippines",0.149
"1653",2006-07-23,"Singapore",0.134
"1654",2006-07-23,"Venezuela",0.147
"1655",2006-07-30,"Argentina",0.01
"1656",2006-07-30,"Bolivia",0.005
"1657",2006-07-30,"Brazil",0.023
"1658",2006-07-30,"India",0.068
"1659",2006-07-30,"Indonesia",0.23
"1660",2006-07-30,"Mexico",0.106
"1661",2006-07-30,"Philippines",0.16
"1662",2006-07-30,"Singapore",0.113
"1663",2006-07-30,"Venezuela",0.149
"1664",2006-08-06,"Argentina",0.012
"1665",2006-08-06,"Bolivia",0.006
"1666",2006-08-06,"Brazil",0.039
"1667",2006-08-06,"India",0.057
"1668",2006-08-06,"Indonesia",0.172
"1669",2006-08-06,"Mexico",0.103
"1670",2006-08-06,"Philippines",0.149
"1671",2006-08-06,"Singapore",0.119
"1672",2006-08-06,"Venezuela",0.152
"1673",2006-08-13,"Argentina",0.012
"1674",2006-08-13,"Bolivia",0.005
"1675",2006-08-13,"Brazil",0.034
"1676",2006-08-13,"India",0.064
"1677",2006-08-13,"Indonesia",0.132
"1678",2006-08-13,"Mexico",0.124
"1679",2006-08-13,"Philippines",0.149
"1680",2006-08-13,"Singapore",0.129
"1681",2006-08-13,"Venezuela",0.15
"1682",2006-08-20,"Argentina",0.012
"1683",2006-08-20,"Bolivia",0.008
"1684",2006-08-20,"Brazil",0.043
"1685",2006-08-20,"India",0.076
"1686",2006-08-20,"Indonesia",0.169
"1687",2006-08-20,"Mexico",0.106
"1688",2006-08-20,"Philippines",0.209
"1689",2006-08-20,"Singapore",0.119
"1690",2006-08-20,"Venezuela",0.15
"1691",2006-08-27,"Argentina",0.017
"1692",2006-08-27,"Bolivia",0.016
"1693",2006-08-27,"Brazil",0.041
"1694",2006-08-27,"India",0.085
"1695",2006-08-27,"Indonesia",0.159
"1696",2006-08-27,"Mexico",0.129
"1697",2006-08-27,"Philippines",0.214
"1698",2006-08-27,"Singapore",0.104
"1699",2006-08-27,"Venezuela",0.15
"1700",2006-09-03,"Argentina",0.014
"1701",2006-09-03,"Bolivia",0.015
"1702",2006-09-03,"Brazil",0.026
"1703",2006-09-03,"India",0.088
"1704",2006-09-03,"Indonesia",0.157
"1705",2006-09-03,"Mexico",0.126
"1706",2006-09-03,"Philippines",0.293
"1707",2006-09-03,"Singapore",0.095
"1708",2006-09-03,"Venezuela",0.147
"1709",2006-09-10,"Argentina",0.014
"1710",2006-09-10,"Bolivia",0.008
"1711",2006-09-10,"Brazil",0.036
"1712",2006-09-10,"India",0.141
"1713",2006-09-10,"Indonesia",0.17
"1714",2006-09-10,"Mexico",0.151
"1715",2006-09-10,"Philippines",0.459
"1716",2006-09-10,"Singapore",0.107
"1717",2006-09-10,"Venezuela",0.148
"1718",2006-09-17,"Argentina",0.017
"1719",2006-09-17,"Bolivia",0.007
"1720",2006-09-17,"Brazil",0.043
"1721",2006-09-17,"India",0.16
"1722",2006-09-17,"Indonesia",0.19
"1723",2006-09-17,"Mexico",0.193
"1724",2006-09-17,"Philippines",0.43
"1725",2006-09-17,"Singapore",0.115
"1726",2006-09-17,"Venezuela",0.15
"1727",2006-09-24,"Argentina",0.017
"1728",2006-09-24,"Bolivia",0.007
"1729",2006-09-24,"Brazil",0.031
"1730",2006-09-24,"India",0.279
"1731",2006-09-24,"Indonesia",0.215
"1732",2006-09-24,"Mexico",0.221
"1733",2006-09-24,"Philippines",0.448
"1734",2006-09-24,"Singapore",0.119
"1735",2006-09-24,"Venezuela",0.146
"1736",2006-10-01,"Argentina",0.019
"1737",2006-10-01,"Bolivia",0.017
"1738",2006-10-01,"Brazil",0.026
"1739",2006-10-01,"India",0.466
"1740",2006-10-01,"Indonesia",0.192
"1741",2006-10-01,"Mexico",0.218
"1742",2006-10-01,"Philippines",0.346
"1743",2006-10-01,"Singapore",0.135
"1744",2006-10-01,"Venezuela",0.159
"1745",2006-10-08,"Argentina",0.017
"1746",2006-10-08,"Bolivia",0.043
"1747",2006-10-08,"Brazil",0.022
"1748",2006-10-08,"India",0.6
"1749",2006-10-08,"Indonesia",0.174
"1750",2006-10-08,"Mexico",0.202
"1751",2006-10-08,"Philippines",0.313
"1752",2006-10-08,"Singapore",0.132
"1753",2006-10-08,"Venezuela",0.165
"1754",2006-10-15,"Argentina",0.017
"1755",2006-10-15,"Bolivia",0.029
"1756",2006-10-15,"Brazil",0.032
"1757",2006-10-15,"India",0.913
"1758",2006-10-15,"Indonesia",0.099
"1759",2006-10-15,"Mexico",0.204
"1760",2006-10-15,"Philippines",0.296
"1761",2006-10-15,"Singapore",0.138
"1762",2006-10-15,"Venezuela",0.181
"1763",2006-10-22,"Argentina",0.019
"1764",2006-10-22,"Bolivia",0.023
"1765",2006-10-22,"Brazil",0.043
"1766",2006-10-22,"India",0.967
"1767",2006-10-22,"Indonesia",0.1
"1768",2006-10-22,"Mexico",0.166
"1769",2006-10-22,"Philippines",0.211
"1770",2006-10-22,"Singapore",0.139
"1771",2006-10-22,"Venezuela",0.177
"1772",2006-10-29,"Argentina",0.024
"1773",2006-10-29,"Bolivia",0.018
"1774",2006-10-29,"Brazil",0.036
"1775",2006-10-29,"India",0.917
"1776",2006-10-29,"Indonesia",0.167
"1777",2006-10-29,"Mexico",0.157
"1778",2006-10-29,"Philippines",0.187
"1779",2006-10-29,"Singapore",0.139
"1780",2006-10-29,"Venezuela",0.206
"1781",2006-11-05,"Argentina",0.022
"1782",2006-11-05,"Bolivia",0.02
"1783",2006-11-05,"Brazil",0.041
"1784",2006-11-05,"India",0.677
"1785",2006-11-05,"Indonesia",0.19
"1786",2006-11-05,"Mexico",0.156
"1787",2006-11-05,"Philippines",0.168
"1788",2006-11-05,"Singapore",0.116
"1789",2006-11-05,"Venezuela",0.203
"1790",2006-11-12,"Argentina",0.022
"1791",2006-11-12,"Bolivia",0.016
"1792",2006-11-12,"Brazil",0.054
"1793",2006-11-12,"India",0.519
"1794",2006-11-12,"Indonesia",0.2
"1795",2006-11-12,"Mexico",0.108
"1796",2006-11-12,"Philippines",0.166
"1797",2006-11-12,"Singapore",0.108
"1798",2006-11-12,"Venezuela",0.191
"1799",2006-11-19,"Argentina",0.019
"1800",2006-11-19,"Bolivia",0.014
"1801",2006-11-19,"Brazil",0.069
"1802",2006-11-19,"India",0.388
"1803",2006-11-19,"Indonesia",0.192
"1804",2006-11-19,"Mexico",0.112
"1805",2006-11-19,"Philippines",0.129
"1806",2006-11-19,"Singapore",0.1
"1807",2006-11-19,"Venezuela",0.216
"1808",2006-11-26,"Argentina",0.019
"1809",2006-11-26,"Bolivia",0.022
"1810",2006-11-26,"Brazil",0.052
"1811",2006-11-26,"India",0.305
"1812",2006-11-26,"Indonesia",0.215
"1813",2006-11-26,"Mexico",0.1
"1814",2006-11-26,"Philippines",0.114
"1815",2006-11-26,"Singapore",0.106
"1816",2006-11-26,"Venezuela",0.182
"1817",2006-12-03,"Argentina",0.014
"1818",2006-12-03,"Bolivia",0.014
"1819",2006-12-03,"Brazil",0.042
"1820",2006-12-03,"India",0.233
"1821",2006-12-03,"Indonesia",0.205
"1822",2006-12-03,"Mexico",0.085
"1823",2006-12-03,"Philippines",0.119
"1824",2006-12-03,"Singapore",0.111
"1825",2006-12-03,"Venezuela",0.183
"1826",2006-12-10,"Argentina",0.012
"1827",2006-12-10,"Bolivia",0.012
"1828",2006-12-10,"Brazil",0.054
"1829",2006-12-10,"India",0.174
"1830",2006-12-10,"Indonesia",0.176
"1831",2006-12-10,"Mexico",0.087
"1832",2006-12-10,"Philippines",0.117
"1833",2006-12-10,"Singapore",0.105
"1834",2006-12-10,"Venezuela",0.203
"1835",2006-12-17,"Argentina",0.01
"1836",2006-12-17,"Bolivia",0.008
"1837",2006-12-17,"Brazil",0.05
"1838",2006-12-17,"India",0.156
"1839",2006-12-17,"Indonesia",0.172
"1840",2006-12-17,"Mexico",0.062
"1841",2006-12-17,"Philippines",0.11
"1842",2006-12-17,"Singapore",0.1
"1843",2006-12-17,"Venezuela",0.199
"1844",2006-12-24,"Argentina",0.01
"1845",2006-12-24,"Bolivia",0.005
"1846",2006-12-24,"Brazil",0.059
"1847",2006-12-24,"India",0.179
"1848",2006-12-24,"Indonesia",0.19
"1849",2006-12-24,"Mexico",0.053
"1850",2006-12-24,"Philippines",0.11
"1851",2006-12-24,"Singapore",0.105
"1852",2006-12-24,"Venezuela",0.204
"1853",2006-12-31,"Argentina",0.01
"1854",2006-12-31,"Bolivia",0.004
"1855",2006-12-31,"Brazil",0.067
"1856",2006-12-31,"India",0.19
"1857",2006-12-31,"Indonesia",0.196
"1858",2006-12-31,"Mexico",0.058
"1859",2006-12-31,"Philippines",0.113
"1860",2006-12-31,"Singapore",0.127
"1861",2006-12-31,"Venezuela",0.23
"1862",2007-01-07,"Argentina",0.01
"1863",2007-01-07,"Bolivia",0.006
"1864",2007-01-07,"Brazil",0.068
"1865",2007-01-07,"India",0.161
"1866",2007-01-07,"Indonesia",0.236
"1867",2007-01-07,"Mexico",0.061
"1868",2007-01-07,"Philippines",0.115
"1869",2007-01-07,"Singapore",0.117
"1870",2007-01-07,"Venezuela",0.258
"1871",2007-01-14,"Argentina",0.014
"1872",2007-01-14,"Bolivia",0.027
"1873",2007-01-14,"Brazil",0.063
"1874",2007-01-14,"India",0.128
"1875",2007-01-14,"Indonesia",0.224
"1876",2007-01-14,"Mexico",0.061
"1877",2007-01-14,"Philippines",0.103
"1878",2007-01-14,"Singapore",0.107
"1879",2007-01-14,"Venezuela",0.225
"1880",2007-01-21,"Argentina",0.031
"1881",2007-01-21,"Bolivia",0.037
"1882",2007-01-21,"Brazil",0.097
"1883",2007-01-21,"India",0.068
"1884",2007-01-21,"Indonesia",0.383
"1885",2007-01-21,"Mexico",0.058
"1886",2007-01-21,"Philippines",0.107
"1887",2007-01-21,"Singapore",0.106
"1888",2007-01-21,"Venezuela",0.222
"1889",2007-01-28,"Argentina",0.077
"1890",2007-01-28,"Bolivia",0.08
"1891",2007-01-28,"Brazil",0.145
"1892",2007-01-28,"India",0.066
"1893",2007-01-28,"Indonesia",0.66
"1894",2007-01-28,"Mexico",0.057
"1895",2007-01-28,"Philippines",0.103
"1896",2007-01-28,"Singapore",0.111
"1897",2007-01-28,"Venezuela",0.248
"1898",2007-02-04,"Argentina",0.096
"1899",2007-02-04,"Bolivia",0.135
"1900",2007-02-04,"Brazil",0.13
"1901",2007-02-04,"India",0.07
"1902",2007-02-04,"Indonesia",0.613
"1903",2007-02-04,"Mexico",0.053
"1904",2007-02-04,"Philippines",0.106
"1905",2007-02-04,"Singapore",0.11
"1906",2007-02-04,"Venezuela",0.233
"1907",2007-02-11,"Argentina",0.084
"1908",2007-02-11,"Bolivia",0.145
"1909",2007-02-11,"Brazil",0.143
"1910",2007-02-11,"India",0.059
"1911",2007-02-11,"Indonesia",0.592
"1912",2007-02-11,"Mexico",0.048
"1913",2007-02-11,"Philippines",0.104
"1914",2007-02-11,"Singapore",0.105
"1915",2007-02-11,"Venezuela",0.191
"1916",2007-02-18,"Argentina",0.092
"1917",2007-02-18,"Bolivia",0.158
"1918",2007-02-18,"Brazil",0.164
"1919",2007-02-18,"India",0.04
"1920",2007-02-18,"Indonesia",0.562
"1921",2007-02-18,"Mexico",0.06
"1922",2007-02-18,"Philippines",0.091
"1923",2007-02-18,"Singapore",0.111
"1924",2007-02-18,"Venezuela",0.206
"1925",2007-02-25,"Argentina",0.195
"1926",2007-02-25,"Bolivia",0.172
"1927",2007-02-25,"Brazil",0.18
"1928",2007-02-25,"India",0.042
"1929",2007-02-25,"Indonesia",0.567
"1930",2007-02-25,"Mexico",0.066
"1931",2007-02-25,"Philippines",0.085
"1932",2007-02-25,"Singapore",0.117
"1933",2007-02-25,"Venezuela",0.207
"1934",2007-03-04,"Argentina",0.407
"1935",2007-03-04,"Bolivia",0.202
"1936",2007-03-04,"Brazil",0.213
"1937",2007-03-04,"India",0.044
"1938",2007-03-04,"Indonesia",0.44
"1939",2007-03-04,"Mexico",0.071
"1940",2007-03-04,"Philippines",0.088
"1941",2007-03-04,"Singapore",0.106
"1942",2007-03-04,"Venezuela",0.199
"1943",2007-03-11,"Argentina",0.694
"1944",2007-03-11,"Bolivia",0.199
"1945",2007-03-11,"Brazil",0.277
"1946",2007-03-11,"India",0.043
"1947",2007-03-11,"Indonesia",0.341
"1948",2007-03-11,"Mexico",0.081
"1949",2007-03-11,"Philippines",0.083
"1950",2007-03-11,"Singapore",0.104
"1951",2007-03-11,"Venezuela",0.169
"1952",2007-03-18,"Argentina",0.933
"1953",2007-03-18,"Bolivia",0.127
"1954",2007-03-18,"Brazil",0.306
"1955",2007-03-18,"India",0.027
"1956",2007-03-18,"Indonesia",0.371
"1957",2007-03-18,"Mexico",0.072
"1958",2007-03-18,"Philippines",0.076
"1959",2007-03-18,"Singapore",0.108
"1960",2007-03-18,"Venezuela",0.182
"1961",2007-03-25,"Argentina",0.561
"1962",2007-03-25,"Bolivia",0.107
"1963",2007-03-25,"Brazil",0.317
"1964",2007-03-25,"India",0.032
"1965",2007-03-25,"Indonesia",0.287
"1966",2007-03-25,"Mexico",0.079
"1967",2007-03-25,"Philippines",0.076
"1968",2007-03-25,"Singapore",0.113
"1969",2007-03-25,"Venezuela",0.177
"1970",2007-04-01,"Argentina",0.301
"1971",2007-04-01,"Bolivia",0.109
"1972",2007-04-01,"Brazil",0.342
"1973",2007-04-01,"India",0.026
"1974",2007-04-01,"Indonesia",0.42
"1975",2007-04-01,"Mexico",0.058
"1976",2007-04-01,"Philippines",0.072
"1977",2007-04-01,"Singapore",0.109
"1978",2007-04-01,"Venezuela",0.173
"1979",2007-04-08,"Argentina",0.316
"1980",2007-04-08,"Bolivia",0.093
"1981",2007-04-08,"Brazil",0.364
"1982",2007-04-08,"India",0.023
"1983",2007-04-08,"Indonesia",0.427
"1984",2007-04-08,"Mexico",0.066
"1985",2007-04-08,"Philippines",0.071
"1986",2007-04-08,"Singapore",0.111
"1987",2007-04-08,"Venezuela",0.183
"1988",2007-04-15,"Argentina",0.325
"1989",2007-04-15,"Bolivia",0.082
"1990",2007-04-15,"Brazil",0.384
"1991",2007-04-15,"India",0.019
"1992",2007-04-15,"Indonesia",0.392
"1993",2007-04-15,"Mexico",0.083
"1994",2007-04-15,"Philippines",0.068
"1995",2007-04-15,"Singapore",0.148
"1996",2007-04-15,"Venezuela",0.166
"1997",2007-04-22,"Argentina",0.207
"1998",2007-04-22,"Bolivia",0.089
"1999",2007-04-22,"Brazil",0.393
"2000",2007-04-22,"India",0.028
"2001",2007-04-22,"Indonesia",0.352
"2002",2007-04-22,"Mexico",0.068
"2003",2007-04-22,"Philippines",0.07
"2004",2007-04-22,"Singapore",0.142
"2005",2007-04-22,"Venezuela",0.162
"2006",2007-04-29,"Argentina",0.128
"2007",2007-04-29,"Bolivia",0.081
"2008",2007-04-29,"Brazil",0.333
"2009",2007-04-29,"India",0.03
"2010",2007-04-29,"Indonesia",0.487
"2011",2007-04-29,"Mexico",0.073
"2012",2007-04-29,"Philippines",0.063
"2013",2007-04-29,"Singapore",0.191
"2014",2007-04-29,"Venezuela",0.156
"2015",2007-05-06,"Argentina",0.104
"2016",2007-05-06,"Bolivia",0.046
"2017",2007-05-06,"Brazil",0.269
"2018",2007-05-06,"India",0.031
"2019",2007-05-06,"Indonesia",0.348
"2020",2007-05-06,"Mexico",0.056
"2021",2007-05-06,"Philippines",0.062
"2022",2007-05-06,"Singapore",0.188
"2023",2007-05-06,"Venezuela",0.179
"2024",2007-05-13,"Argentina",0.07
"2025",2007-05-13,"Bolivia",0.059
"2026",2007-05-13,"Brazil",0.253
"2027",2007-05-13,"India",0.029
"2028",2007-05-13,"Indonesia",0.299
"2029",2007-05-13,"Mexico",0.061
"2030",2007-05-13,"Philippines",0.061
"2031",2007-05-13,"Singapore",0.213
"2032",2007-05-13,"Venezuela",0.174
"2033",2007-05-20,"Argentina",0.053
"2034",2007-05-20,"Bolivia",0.064
"2035",2007-05-20,"Brazil",0.221
"2036",2007-05-20,"India",0.046
"2037",2007-05-20,"Indonesia",0.322
"2038",2007-05-20,"Mexico",0.07
"2039",2007-05-20,"Philippines",0.063
"2040",2007-05-20,"Singapore",0.287
"2041",2007-05-20,"Venezuela",0.163
"2042",2007-05-27,"Argentina",0.055
"2043",2007-05-27,"Bolivia",0.049
"2044",2007-05-27,"Brazil",0.173
"2045",2007-05-27,"India",0.045
"2046",2007-05-27,"Indonesia",0.321
"2047",2007-05-27,"Mexico",0.081
"2048",2007-05-27,"Philippines",0.072
"2049",2007-05-27,"Singapore",0.293
"2050",2007-05-27,"Venezuela",0.17
"2051",2007-06-03,"Argentina",0.051
"2052",2007-06-03,"Bolivia",0.037
"2053",2007-06-03,"Brazil",0.146
"2054",2007-06-03,"India",0.06
"2055",2007-06-03,"Indonesia",0.317
"2056",2007-06-03,"Mexico",0.091
"2057",2007-06-03,"Philippines",0.071
"2058",2007-06-03,"Singapore",0.263
"2059",2007-06-03,"Venezuela",0.189
"2060",2007-06-10,"Argentina",0.053
"2061",2007-06-10,"Bolivia",0.029
"2062",2007-06-10,"Brazil",0.18
"2063",2007-06-10,"India",0.082
"2064",2007-06-10,"Indonesia",0.25
"2065",2007-06-10,"Mexico",0.096
"2066",2007-06-10,"Philippines",0.068
"2067",2007-06-10,"Singapore",0.284
"2068",2007-06-10,"Venezuela",0.189
"2069",2007-06-17,"Argentina",0.043
"2070",2007-06-17,"Bolivia",0.022
"2071",2007-06-17,"Brazil",0.13
"2072",2007-06-17,"India",0.1
"2073",2007-06-17,"Indonesia",0.23
"2074",2007-06-17,"Mexico",0.1
"2075",2007-06-17,"Philippines",0.078
"2076",2007-06-17,"Singapore",0.347
"2077",2007-06-17,"Venezuela",0.224
"2078",2007-06-24,"Argentina",0.039
"2079",2007-06-24,"Bolivia",0.024
"2080",2007-06-24,"Brazil",0.101
"2081",2007-06-24,"India",0.116
"2082",2007-06-24,"Indonesia",0.188
"2083",2007-06-24,"Mexico",0.115
"2084",2007-06-24,"Philippines",0.11
"2085",2007-06-24,"Singapore",0.434
"2086",2007-06-24,"Venezuela",0.203
"2087",2007-07-01,"Argentina",0.024
"2088",2007-07-01,"Bolivia",0.024
"2089",2007-07-01,"Brazil",0.088
"2090",2007-07-01,"India",0.105
"2091",2007-07-01,"Indonesia",0.213
"2092",2007-07-01,"Mexico",0.104
"2093",2007-07-01,"Philippines",0.138
"2094",2007-07-01,"Singapore",0.413
"2095",2007-07-01,"Venezuela",0.22
"2096",2007-07-08,"Argentina",0.019
"2097",2007-07-08,"Bolivia",0.017
"2098",2007-07-08,"Brazil",0.1
"2099",2007-07-08,"India",0.136
"2100",2007-07-08,"Indonesia",0.181
"2101",2007-07-08,"Mexico",0.106
"2102",2007-07-08,"Philippines",0.168
"2103",2007-07-08,"Singapore",0.406
"2104",2007-07-08,"Venezuela",0.234
"2105",2007-07-15,"Argentina",0.019
"2106",2007-07-15,"Bolivia",0.017
"2107",2007-07-15,"Brazil",0.087
"2108",2007-07-15,"India",0.129
"2109",2007-07-15,"Indonesia",0.22
"2110",2007-07-15,"Mexico",0.116
"2111",2007-07-15,"Philippines",0.223
"2112",2007-07-15,"Singapore",0.377
"2113",2007-07-15,"Venezuela",0.262
"2114",2007-07-22,"Argentina",0.019
"2115",2007-07-22,"Bolivia",0.018
"2116",2007-07-22,"Brazil",0.075
"2117",2007-07-22,"India",0.097
"2118",2007-07-22,"Indonesia",0.214
"2119",2007-07-22,"Mexico",0.118
"2120",2007-07-22,"Philippines",0.208
"2121",2007-07-22,"Singapore",0.33
"2122",2007-07-22,"Venezuela",0.288
"2123",2007-07-29,"Argentina",0.017
"2124",2007-07-29,"Bolivia",0.019
"2125",2007-07-29,"Brazil",0.074
